Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,"Days to 
Deliver","Delivery 
Company","Price per 
Unit",Units Sold,Total Sales,Operating Profit,Operating Margin
CVS,1128299,7/23/2022,West,Utah,Salt Lake City,Diet Coke,27,FedEx,$0.90 ,"7,000","$6,300 ","$2,205 ",35%
CVS,1128299,7/23/2022,West,Utah,Salt Lake City,Sprite,46,DHL,$0.90 ,"6,500","$5,850 ","$2,048 ",35%
CVS,1128299,7/23/2022,West,Utah,Salt Lake City,Fanta,46,FedEx,$0.85 ,"5,500","$4,675 ","$1,636 ",35%
CVS,1128299,7/23/2022,West,Utah,Salt Lake City,Powerade,25,FedEx,$0.90 ,"6,000","$5,400 ","$2,160 ",40%
CVS,1128299,7/23/2022,West,Utah,Salt Lake City,Dasani Water,24,DHL,$1.05 ,"6,000","$6,300 ","$1,890 ",30%
CVS,1128299,8/24/2022,West,Utah,Salt Lake City,Coca-Cola,18,USPS,$0.90 ,"8,000","$7,200 ","$2,520 ",35%
CVS,1128299,8/24/2022,West,Utah,Salt Lake City,Diet Coke,28,USPS,$0.80 ,"7,750","$6,200 ","$2,170 ",35%
CVS,1128299,8/24/2022,West,Utah,Salt Lake City,Sprite,35,USPS,$0.70 ,"6,500","$4,550 ","$1,593 ",35%
CVS,1128299,8/24/2022,West,Utah,Salt Lake City,Fanta,31,DHL,$0.70 ,"4,250","$2,975 ","$1,041 ",35%
CVS,1128299,8/24/2022,West,Utah,Salt Lake City,Powerade,51,UPS,$0.70 ,"4,250","$2,975 ","$1,190 ",40%
CVS,1128299,8/24/2022,West,Utah,Salt Lake City,Dasani Water,21,DHL,$0.75 ,"2,500","$1,875 ",$563 ,30%
CVS,1128299,9/25/2022,West,Utah,Salt Lake City,Coca-Cola,25,USPS,$0.50 ,"4,500","$2,250 ",$788 ,35%
CVS,1128299,9/25/2022,West,Utah,Salt Lake City,Diet Coke,42,FedEx,$0.55 ,"4,500","$2,475 ",$866 ,35%
CVS,1128299,9/25/2022,West,Utah,Salt Lake City,Sprite,41,UPS,$0.50 ,"2,500","$1,250 ",$438 ,35%
CVS,1128299,9/25/2022,West,Utah,Salt Lake City,Fanta,31,USPS,$0.50 ,"2,000","$1,000 ",$350 ,35%
CVS,1128299,9/25/2022,West,Utah,Salt Lake City,Powerade,17,DHL,$0.60 ,"2,250","$1,350 ",$540 ,40%
CVS,1128299,9/25/2022,West,Utah,Salt Lake City,Dasani Water,36,DHL,$0.45 ,"2,500","$1,125 ",$338 ,30%
CVS,1128299,10/24/2022,West,Utah,Salt Lake City,Coca-Cola,22,FedEx,$0.40 ,"3,500","$1,400 ",$490 ,35%
CVS,1128299,10/24/2022,West,Utah,Salt Lake City,Diet Coke,27,FedEx,$0.55 ,"5,250","$2,888 ","$1,011 ",35%
CVS,1128299,10/24/2022,West,Utah,Salt Lake City,Sprite,47,DHL,$0.50 ,"3,500","$1,750 ",$613 ,35%
CVS,1128299,10/24/2022,West,Utah,Salt Lake City,Fanta,36,DHL,$0.45 ,"3,250","$1,463 ",$512 ,35%
CVS,1128299,10/24/2022,West,Utah,Salt Lake City,Powerade,35,UPS,$0.55 ,"3,000","$1,650 ",$660 ,40%
CVS,1128299,10/24/2022,West,Utah,Salt Lake City,Dasani Water,30,FedEx,$0.60 ,"3,500","$2,100 ",$630 ,30%
CVS,1128299,11/24/2022,West,Utah,Salt Lake City,Coca-Cola,23,UPS,$0.45 ,"5,750","$2,588 ",$906 ,35%
CVS,1128299,11/24/2022,West,Utah,Salt Lake City,Diet Coke,30,DHL,$0.50 ,"6,500","$3,250 ","$1,138 ",35%
CVS,1128299,11/24/2022,West,Utah,Salt Lake City,Sprite,59,DHL,$0.45 ,"4,750","$2,138 ",$748 ,35%
CVS,1128299,11/24/2022,West,Utah,Salt Lake City,Fanta,22,FedEx,$0.55 ,"4,500","$2,475 ",$866 ,35%
CVS,1128299,11/24/2022,West,Utah,Salt Lake City,Powerade,52,USPS,$0.75 ,"4,250","$3,188 ","$1,275 ",40%
CVS,1128299,11/24/2022,West,Utah,Salt Lake City,Dasani Water,17,USPS,$0.80 ,"5,500","$4,400 ","$1,320 ",30%
CVS,1128299,12/23/2022,West,Utah,Salt Lake City,Coca-Cola,58,FedEx,$0.65 ,"7,500","$4,875 ","$1,706 ",35%
CVS,1128299,12/23/2022,West,Utah,Salt Lake City,Diet Coke,56,USPS,$0.75 ,"7,500","$5,625 ","$1,969 ",35%
CVS,1128299,12/23/2022,West,Utah,Salt Lake City,Sprite,41,DHL,$0.70 ,"5,500","$3,850 ","$1,348 ",35%
CVS,1128299,12/23/2022,West,Utah,Salt Lake City,Fanta,33,FedEx,$0.70 ,"5,500","$3,850 ","$1,348 ",35%
CVS,1128299,12/23/2022,West,Utah,Salt Lake City,Powerade,59,FedEx,$0.80 ,"4,750","$3,800 ","$1,520 ",40%
CVS,1128299,12/23/2022,West,Utah,Salt Lake City,Dasani Water,60,FedEx,$0.85 ,"5,750","$4,888 ","$1,466 ",30%
CVS,1128299,1/17/2022,West,Oregon,Portland,Coca-Cola,15,USPS,$0.35 ,"4,000","$1,400 ",$560 ,40%
CVS,1128299,1/17/2022,West,Oregon,Portland,Diet Coke,56,DHL,$0.45 ,"4,000","$1,800 ",$720 ,40%
CVS,1128299,1/17/2022,West,Oregon,Portland,Sprite,22,UPS,$0.45 ,"4,000","$1,800 ",$720 ,40%
CVS,1128299,1/17/2022,West,Oregon,Portland,Fanta,43,USPS,$0.45 ,"2,500","$1,125 ",$450 ,40%
CVS,1128299,1/17/2022,West,Oregon,Portland,Powerade,51,USPS,$0.50 ,"2,000","$1,000 ",$450 ,45%
CVS,1128299,1/17/2022,West,Oregon,Portland,Dasani Water,57,FedEx,$0.45 ,"4,500","$2,025 ",$709 ,35%
CVS,1128299,2/17/2022,West,Oregon,Portland,Coca-Cola,19,UPS,$0.35 ,"5,000","$1,750 ",$700 ,40%
CVS,1128299,2/17/2022,West,Oregon,Portland,Diet Coke,35,UPS,$0.45 ,"4,000","$1,800 ",$720 ,40%
CVS,1128299,2/17/2022,West,Oregon,Portland,Sprite,19,UPS,$0.45 ,"4,000","$1,800 ",$720 ,40%
CVS,1128299,2/17/2022,West,Oregon,Portland,Fanta,37,FedEx,$0.45 ,"2,500","$1,125 ",$450 ,40%
CVS,1128299,2/17/2022,West,Oregon,Portland,Powerade,50,DHL,$0.50 ,"1,750",$875 ,$394 ,45%
CVS,1128299,2/17/2022,West,Oregon,Portland,Dasani Water,40,UPS,$0.45 ,"3,750","$1,688 ",$591 ,35%
CVS,1128299,3/16/2022,West,Oregon,Portland,Coca-Cola,37,UPS,$0.45 ,"5,250","$2,363 ",$945 ,40%
CVS,1128299,3/16/2022,West,Oregon,Portland,Diet Coke,36,USPS,$0.55 ,"3,750","$2,063 ",$825 ,40%
CVS,1128299,3/16/2022,West,Oregon,Portland,Sprite,57,DHL,$0.60 ,"4,000","$2,400 ",$960 ,40%
CVS,1128299,3/16/2022,West,Oregon,Portland,Fanta,24,DHL,$0.55 ,"3,000","$1,650 ",$660 ,40%
CVS,1128299,3/16/2022,West,Oregon,Portland,Powerade,33,FedEx,$0.60 ,"1,500",$900 ,$405 ,45%
CVS,1128299,3/16/2022,West,Oregon,Portland,Dasani Water,21,UPS,$0.45 ,"3,500","$1,575 ",$551 ,35%
CVS,1128299,4/17/2022,West,Oregon,Portland,Coca-Cola,35,DHL,$0.50 ,"5,250","$2,625 ","$1,050 ",40%
CVS,1128299,4/17/2022,West,Oregon,Portland,Diet Coke,59,DHL,$0.55 ,"3,250","$1,788 ",$715 ,40%
CVS,1128299,4/17/2022,West,Oregon,Portland,Sprite,22,DHL,$0.55 ,"3,750","$2,063 ",$825 ,40%
CVS,1128299,4/17/2022,West,Oregon,Portland,Fanta,56,FedEx,$0.40 ,"2,750","$1,100 ",$440 ,40%
CVS,1128299,4/17/2022,West,Oregon,Portland,Powerade,60,FedEx,$0.45 ,"1,750",$788 ,$354 ,45%
CVS,1128299,4/17/2022,West,Oregon,Portland,Dasani Water,51,UPS,$0.60 ,"3,500","$2,100 ",$735 ,35%
CVS,1128299,5/18/2022,West,Oregon,Portland,Coca-Cola,42,UPS,$0.45 ,"5,500","$2,475 ",$990 ,40%
CVS,1128299,5/18/2022,West,Oregon,Portland,Diet Coke,57,FedEx,$0.50 ,"4,000","$2,000 ",$800 ,40%
CVS,1128299,5/18/2022,West,Oregon,Portland,Sprite,18,USPS,$0.50 ,"4,000","$2,000 ",$800 ,40%
CVS,1128299,5/18/2022,West,Oregon,Portland,Fanta,51,FedEx,$0.45 ,"3,250","$1,463 ",$585 ,40%
CVS,1128299,5/18/2022,West,Oregon,Portland,Powerade,38,UPS,$0.40 ,"2,250",$900 ,$405 ,45%
CVS,1128299,5/18/2022,West,Oregon,Portland,Dasani Water,36,USPS,$0.65 ,"5,750","$3,738 ","$1,308 ",35%
CVS,1128299,6/17/2022,West,Oregon,Portland,Coca-Cola,43,USPS,$0.60 ,"8,250","$4,950 ","$1,980 ",40%
CVS,1128299,6/17/2022,West,Oregon,Portland,Diet Coke,38,USPS,$0.70 ,"7,000","$4,900 ","$1,960 ",40%
CVS,1128299,6/17/2022,West,Oregon,Portland,Sprite,51,UPS,$0.85 ,"7,000","$5,950 ","$2,380 ",40%
CVS,1128299,6/17/2022,West,Oregon,Portland,Fanta,50,DHL,$0.85 ,"5,750","$4,888 ","$1,955 ",40%
CVS,1128299,6/17/2022,West,Oregon,Portland,Powerade,45,FedEx,$0.95 ,"4,500","$4,275 ","$1,924 ",45%
CVS,1128299,6/17/2022,West,Oregon,Portland,Dasani Water,50,FedEx,$1.10 ,"7,500","$8,250 ","$2,888 ",35%
CVS,1128299,7/16/2022,West,Oregon,Portland,Coca-Cola,36,UPS,$0.90 ,"9,000","$8,100 ","$3,240 ",40%
CVS,1128299,7/16/2022,West,Oregon,Portland,Diet Coke,30,USPS,$0.95 ,"7,500","$7,125 ","$2,850 ",40%
CVS,1128299,7/16/2022,West,Oregon,Portland,Sprite,34,UPS,$0.95 ,"7,000","$6,650 ","$2,660 ",40%
CVS,1128299,7/16/2022,West,Oregon,Portland,Fanta,52,DHL,$0.90 ,"6,000","$5,400 ","$2,160 ",40%
CVS,1128299,7/16/2022,West,Oregon,Portland,Powerade,20,USPS,$0.95 ,"6,500","$6,175 ","$2,779 ",45%
CVS,1128299,7/16/2022,West,Oregon,Portland,Dasani Water,39,DHL,$1.10 ,"6,500","$7,150 ","$2,503 ",35%
CVS,1128299,8/17/2022,West,Oregon,Portland,Coca-Cola,52,DHL,$0.95 ,"8,500","$8,075 ","$3,230 ",40%
CVS,1128299,8/17/2022,West,Oregon,Portland,Diet Coke,18,DHL,$0.85 ,"8,250","$7,013 ","$2,805 ",40%
CVS,1128299,8/17/2022,West,Oregon,Portland,Sprite,24,USPS,$0.75 ,"7,000","$5,250 ","$2,100 ",40%
CVS,1128299,8/17/2022,West,Oregon,Portland,Fanta,49,DHL,$0.75 ,"4,750","$3,563 ","$1,425 ",40%
CVS,1128299,8/17/2022,West,Oregon,Portland,Powerade,50,UPS,$0.65 ,"4,750","$3,088 ","$1,389 ",45%
CVS,1128299,8/17/2022,West,Oregon,Portland,Dasani Water,25,USPS,$0.70 ,"3,000","$2,100 ",$735 ,35%
CVS,1128299,9/18/2022,West,Oregon,Portland,Coca-Cola,54,USPS,$0.45 ,"5,000","$2,250 ",$900 ,40%
CVS,1128299,9/18/2022,West,Oregon,Portland,Diet Coke,39,UPS,$0.50 ,"5,000","$2,500 ","$1,000 ",40%
CVS,1128299,9/18/2022,West,Oregon,Portland,Sprite,53,UPS,$0.45 ,"3,000","$1,350 ",$540 ,40%
CVS,1128299,9/18/2022,West,Oregon,Portland,Fanta,38,USPS,$0.45 ,"2,500","$1,125 ",$450 ,40%
CVS,1128299,9/18/2022,West,Oregon,Portland,Powerade,36,FedEx,$0.55 ,"2,750","$1,513 ",$681 ,45%
CVS,1128299,9/18/2022,West,Oregon,Portland,Dasani Water,42,USPS,$0.40 ,"3,000","$1,200 ",$420 ,35%
CVS,1128299,10/17/2022,West,Oregon,Portland,Coca-Cola,51,UPS,$0.35 ,"4,000","$1,400 ",$560 ,40%
CVS,1128299,10/17/2022,West,Oregon,Portland,Diet Coke,59,DHL,$0.50 ,"5,750","$2,875 ","$1,150 ",40%
CVS,1128299,10/17/2022,West,Oregon,Portland,Sprite,30,DHL,$0.45 ,"4,000","$1,800 ",$720 ,40%
CVS,1128299,10/17/2022,West,Oregon,Portland,Fanta,28,DHL,$0.40 ,"3,750","$1,500 ",$600 ,40%
CVS,1128299,10/17/2022,West,Oregon,Portland,Powerade,36,USPS,$0.50 ,"3,500","$1,750 ",$788 ,45%
CVS,1128299,10/17/2022,West,Oregon,Portland,Dasani Water,46,UPS,$0.55 ,"4,000","$2,200 ",$770 ,35%
CVS,1128299,11/17/2022,West,Oregon,Portland,Coca-Cola,15,USPS,$0.40 ,"6,250","$2,500 ","$1,000 ",40%
CVS,1128299,11/17/2022,West,Oregon,Portland,Diet Coke,30,FedEx,$0.45 ,"7,000","$3,150 ","$1,260 ",40%
CVS,1128299,11/17/2022,West,Oregon,Portland,Sprite,17,FedEx,$0.40 ,"5,250","$2,100 ",$840 ,40%
CVS,1128299,11/17/2022,West,Oregon,Portland,Fanta,54,FedEx,$0.50 ,"5,000","$2,500 ","$1,000 ",40%
CVS,1128299,11/17/2022,West,Oregon,Portland,Powerade,51,UPS,$0.70 ,"4,750","$3,325 ","$1,496 ",45%
CVS,1128299,11/17/2022,West,Oregon,Portland,Dasani Water,15,DHL,$0.85 ,"6,000","$5,100 ","$1,785 ",35%
CVS,1128299,12/16/2022,West,Oregon,Portland,Coca-Cola,57,USPS,$0.70 ,"8,000","$5,600 ","$2,240 ",40%
CVS,1128299,12/16/2022,West,Oregon,Portland,Diet Coke,51,UPS,$0.80 ,"8,000","$6,400 ","$2,560 ",40%
CVS,1128299,12/16/2022,West,Oregon,Portland,Sprite,15,USPS,$0.75 ,"6,000","$4,500 ","$1,800 ",40%
CVS,1128299,12/16/2022,West,Oregon,Portland,Fanta,19,UPS,$0.75 ,"6,000","$4,500 ","$1,800 ",40%
CVS,1128299,12/16/2022,West,Oregon,Portland,Powerade,49,FedEx,$0.85 ,"5,250","$4,463 ","$2,008 ",45%
CVS,1128299,12/16/2022,West,Oregon,Portland,Dasani Water,38,DHL,$0.90 ,"6,250","$5,625 ","$1,969 ",35%
Costco,1197831,1/5/2022,South,Louisiana,New Orleans,Coca-Cola,33,FedEx,$0.20 ,"6,750","$1,350 ",$405 ,30%
Costco,1197831,1/5/2022,South,Louisiana,New Orleans,Diet Coke,16,UPS,$0.30 ,"6,750","$2,025 ",$608 ,30%
Costco,1197831,1/5/2022,South,Louisiana,New Orleans,Sprite,54,USPS,$0.30 ,"4,750","$1,425 ",$428 ,30%
Costco,1197831,1/5/2022,South,Louisiana,New Orleans,Fanta,35,DHL,$0.35 ,"4,750","$1,663 ",$665 ,40%
Costco,1197831,1/5/2022,South,Louisiana,New Orleans,Powerade,56,DHL,$0.40 ,"3,250","$1,300 ",$325 ,25%
Costco,1197831,1/5/2022,South,Louisiana,New Orleans,Dasani Water,40,DHL,$0.35 ,"4,750","$1,663 ",$748 ,45%
Costco,1197831,2/4/2022,South,Louisiana,New Orleans,Coca-Cola,50,UPS,$0.25 ,"6,250","$1,563 ",$469 ,30%
Costco,1197831,2/4/2022,South,Louisiana,New Orleans,Diet Coke,57,USPS,$0.35 ,"6,000","$2,100 ",$630 ,30%
Costco,1197831,2/4/2022,South,Louisiana,New Orleans,Sprite,49,UPS,$0.35 ,"4,250","$1,488 ",$446 ,30%
Costco,1197831,2/4/2022,South,Louisiana,New Orleans,Fanta,16,UPS,$0.35 ,"3,750","$1,313 ",$525 ,40%
Costco,1197831,2/4/2022,South,Louisiana,New Orleans,Powerade,38,USPS,$0.40 ,"2,500","$1,000 ",$250 ,25%
Costco,1197831,2/4/2022,South,Louisiana,New Orleans,Dasani Water,57,FedEx,$0.35 ,"4,500","$1,575 ",$709 ,45%
Costco,1197831,3/6/2022,South,Louisiana,New Orleans,Coca-Cola,48,UPS,$0.30 ,"6,250","$1,875 ",$656 ,35%
Costco,1197831,3/6/2022,South,Louisiana,New Orleans,Diet Coke,16,UPS,$0.40 ,"6,250","$2,500 ",$875 ,35%
Costco,1197831,3/6/2022,South,Louisiana,New Orleans,Sprite,29,DHL,$0.30 ,"4,500","$1,350 ",$473 ,35%
Costco,1197831,3/6/2022,South,Louisiana,New Orleans,Fanta,31,USPS,$0.35 ,"3,500","$1,225 ",$551 ,45%
Costco,1197831,3/6/2022,South,Louisiana,New Orleans,Powerade,45,USPS,$0.40 ,"2,500","$1,000 ",$300 ,30%
Costco,1197831,3/6/2022,South,Louisiana,New Orleans,Dasani Water,45,UPS,$0.35 ,"4,000","$1,400 ",$700 ,50%
Costco,1197831,4/5/2022,South,Louisiana,New Orleans,Coca-Cola,23,FedEx,$0.20 ,"6,500","$1,300 ",$455 ,35%
Costco,1197831,4/5/2022,South,Louisiana,New Orleans,Diet Coke,55,DHL,$0.30 ,"6,500","$1,950 ",$683 ,35%
Costco,1197831,4/5/2022,South,Louisiana,New Orleans,Sprite,40,DHL,$0.25 ,"4,750","$1,188 ",$416 ,35%
Costco,1197831,4/5/2022,South,Louisiana,New Orleans,Fanta,60,UPS,$0.30 ,"3,750","$1,125 ",$506 ,45%
Costco,1197831,4/5/2022,South,Louisiana,New Orleans,Powerade,42,UPS,$0.35 ,"2,750",$963 ,$289 ,30%
Costco,1197831,4/5/2022,South,Louisiana,New Orleans,Dasani Water,38,DHL,$0.30 ,"5,500","$1,650 ",$825 ,50%
Costco,1197831,5/5/2022,South,Louisiana,New Orleans,Coca-Cola,40,USPS,$0.20 ,"7,000","$1,400 ",$490 ,35%
Costco,1197831,5/5/2022,South,Louisiana,New Orleans,Diet Coke,42,UPS,$0.30 ,"7,250","$2,175 ",$761 ,35%
Costco,1197831,5/5/2022,South,Louisiana,New Orleans,Sprite,15,DHL,$0.25 ,"5,750","$1,438 ",$503 ,35%
Costco,1197831,5/5/2022,South,Louisiana,New Orleans,Fanta,53,DHL,$0.35 ,"5,000","$1,750 ",$788 ,45%
Costco,1197831,5/5/2022,South,Louisiana,New Orleans,Powerade,36,DHL,$0.50 ,"4,000","$2,000 ",$600 ,30%
Costco,1197831,5/5/2022,South,Louisiana,New Orleans,Dasani Water,49,DHL,$0.45 ,"7,500","$3,375 ","$1,688 ",50%
Costco,1197831,6/4/2022,South,Louisiana,New Orleans,Coca-Cola,27,USPS,$0.45 ,"7,500","$3,375 ","$1,181 ",35%
Costco,1197831,6/4/2022,South,Louisiana,New Orleans,Diet Coke,46,UPS,$0.50 ,"7,500","$3,750 ","$1,313 ",35%
Costco,1197831,6/4/2022,South,Louisiana,New Orleans,Sprite,52,UPS,$0.50 ,"6,000","$3,000 ","$1,050 ",35%
Costco,1197831,6/4/2022,South,Louisiana,New Orleans,Fanta,57,USPS,$0.50 ,"5,500","$2,750 ","$1,238 ",45%
Costco,1197831,6/4/2022,South,Louisiana,New Orleans,Powerade,33,FedEx,$0.55 ,"4,500","$2,475 ",$743 ,30%
Costco,1197831,6/4/2022,South,Louisiana,New Orleans,Dasani Water,20,USPS,$0.60 ,"8,250","$4,950 ","$2,475 ",50%
Costco,1197831,7/6/2022,South,Louisiana,New Orleans,Coca-Cola,19,FedEx,$0.50 ,"7,750","$3,875 ","$1,550 ",40%
Costco,1197831,7/6/2022,South,Louisiana,New Orleans,Diet Coke,23,DHL,$0.55 ,"7,750","$4,263 ","$1,705 ",40%
Costco,1197831,7/6/2022,South,Louisiana,New Orleans,Sprite,56,UPS,$0.50 ,"9,250","$4,625 ","$1,850 ",40%
Costco,1197831,7/6/2022,South,Louisiana,New Orleans,Fanta,55,USPS,$0.50 ,"5,250","$2,625 ","$1,313 ",50%
Costco,1197831,7/6/2022,South,Louisiana,New Orleans,Powerade,51,USPS,$0.55 ,"5,250","$2,888 ","$1,011 ",35%
Costco,1197831,7/6/2022,South,Louisiana,New Orleans,Dasani Water,17,FedEx,$0.65 ,"8,000","$5,200 ","$2,860 ",55%
Costco,1197831,8/8/2022,South,Louisiana,New Orleans,Coca-Cola,26,DHL,$0.50 ,"7,500","$3,750 ","$1,500 ",40%
Costco,1197831,8/8/2022,South,Louisiana,New Orleans,Diet Coke,32,DHL,$0.55 ,"7,500","$4,125 ","$1,650 ",40%
Costco,1197831,8/8/2022,South,Louisiana,New Orleans,Sprite,34,USPS,$0.50 ,"9,250","$4,625 ","$1,850 ",40%
Costco,1197831,8/8/2022,South,Louisiana,New Orleans,Fanta,52,FedEx,$0.50 ,"4,750","$2,375 ","$1,188 ",50%
Costco,1197831,8/8/2022,South,Louisiana,New Orleans,Powerade,39,UPS,$0.55 ,"4,750","$2,613 ",$914 ,35%
Costco,1197831,8/8/2022,South,Louisiana,New Orleans,Dasani Water,23,FedEx,$0.60 ,"7,250","$4,350 ","$2,393 ",55%
Costco,1197831,9/5/2022,South,Louisiana,New Orleans,Coca-Cola,28,UPS,$0.55 ,"6,750","$3,713 ","$1,485 ",40%
Costco,1197831,9/5/2022,South,Louisiana,New Orleans,Diet Coke,46,FedEx,$0.55 ,"6,250","$3,438 ","$1,375 ",40%
Costco,1197831,9/5/2022,South,Louisiana,New Orleans,Sprite,40,DHL,$0.60 ,"6,750","$4,050 ","$1,620 ",40%
Costco,1197831,9/5/2022,South,Louisiana,New Orleans,Fanta,31,DHL,$0.60 ,"4,000","$2,400 ","$1,200 ",50%
Costco,1197831,9/5/2022,South,Louisiana,New Orleans,Powerade,33,UPS,$0.55 ,"4,000","$2,200 ",$770 ,35%
Costco,1197831,9/5/2022,South,Louisiana,New Orleans,Dasani Water,47,UPS,$0.50 ,"6,250","$3,125 ","$1,719 ",55%
Costco,1197831,10/4/2022,South,Louisiana,New Orleans,Coca-Cola,20,DHL,$0.40 ,"5,750","$2,300 ",$920 ,40%
Costco,1197831,10/4/2022,South,Louisiana,New Orleans,Diet Coke,54,UPS,$0.40 ,"5,750","$2,300 ",$920 ,40%
Costco,1197831,10/4/2022,South,Louisiana,New Orleans,Sprite,28,UPS,$0.45 ,"5,250","$2,363 ",$945 ,40%
Costco,1197831,10/4/2022,South,Louisiana,New Orleans,Fanta,41,FedEx,$0.45 ,"3,750","$1,688 ",$844 ,50%
Costco,1197831,10/4/2022,South,Louisiana,New Orleans,Powerade,50,FedEx,$0.35 ,"3,500","$1,225 ",$429 ,35%
Costco,1197831,10/4/2022,South,Louisiana,New Orleans,Dasani Water,16,FedEx,$0.45 ,"5,250","$2,363 ","$1,299 ",55%
Costco,1197831,11/5/2022,South,Louisiana,New Orleans,Coca-Cola,36,FedEx,$0.35 ,"6,750","$2,363 ",$945 ,40%
Costco,1197831,11/5/2022,South,Louisiana,New Orleans,Diet Coke,20,USPS,$0.35 ,"6,750","$2,363 ",$945 ,40%
Costco,1197831,11/5/2022,South,Louisiana,New Orleans,Sprite,24,UPS,$0.60 ,"6,000","$3,600 ","$1,440 ",40%
Costco,1197831,11/5/2022,South,Louisiana,New Orleans,Fanta,26,DHL,$0.60 ,"4,500","$2,700 ","$1,350 ",50%
Costco,1197831,11/5/2022,South,Louisiana,New Orleans,Powerade,33,UPS,$0.55 ,"4,250","$2,338 ",$818 ,35%
Costco,1197831,11/5/2022,South,Louisiana,New Orleans,Dasani Water,34,USPS,$0.65 ,"6,250","$4,063 ","$2,234 ",55%
Costco,1197831,12/4/2022,South,Louisiana,New Orleans,Coca-Cola,50,FedEx,$0.55 ,"7,750","$4,263 ","$1,705 ",40%
Costco,1197831,12/4/2022,South,Louisiana,New Orleans,Diet Coke,59,UPS,$0.55 ,"7,750","$4,263 ","$1,705 ",40%
Costco,1197831,12/4/2022,South,Louisiana,New Orleans,Sprite,53,DHL,$0.60 ,"6,750","$4,050 ","$1,620 ",40%
Costco,1197831,12/4/2022,South,Louisiana,New Orleans,Fanta,47,FedEx,$0.60 ,"5,250","$3,150 ","$1,575 ",50%
Costco,1197831,12/4/2022,South,Louisiana,New Orleans,Powerade,51,UPS,$0.55 ,"4,750","$2,613 ",$914 ,35%
Costco,1197831,12/4/2022,South,Louisiana,New Orleans,Dasani Water,59,UPS,$0.65 ,"7,250","$4,713 ","$2,592 ",55%
CVS,1128299,1/23/2022,West,Idaho,Boise,Coca-Cola,40,UPS,$0.30 ,"4,250","$1,275 ",$446 ,35%
CVS,1128299,1/23/2022,West,Idaho,Boise,Diet Coke,40,DHL,$0.40 ,"4,250","$1,700 ",$680 ,40%
CVS,1128299,1/23/2022,West,Idaho,Boise,Sprite,60,DHL,$0.40 ,"4,250","$1,700 ",$595 ,35%
CVS,1128299,1/23/2022,West,Idaho,Boise,Fanta,50,FedEx,$0.40 ,"2,750","$1,100 ",$385 ,35%
CVS,1128299,1/23/2022,West,Idaho,Boise,Powerade,18,UPS,$0.45 ,"2,250","$1,013 ",$304 ,30%
CVS,1128299,1/23/2022,West,Idaho,Boise,Dasani Water,19,DHL,$0.40 ,"4,250","$1,700 ",$425 ,25%
CVS,1128299,2/23/2022,West,Idaho,Boise,Coca-Cola,20,USPS,$0.30 ,"4,750","$1,425 ",$499 ,35%
CVS,1128299,2/23/2022,West,Idaho,Boise,Diet Coke,41,FedEx,$0.40 ,"3,750","$1,500 ",$600 ,40%
CVS,1128299,2/23/2022,West,Idaho,Boise,Sprite,32,USPS,$0.40 ,"3,750","$1,500 ",$525 ,35%
CVS,1128299,2/23/2022,West,Idaho,Boise,Fanta,47,UPS,$0.40 ,"2,250",$900 ,$315 ,35%
CVS,1128299,2/23/2022,West,Idaho,Boise,Powerade,52,DHL,$0.45 ,"1,500",$675 ,$203 ,30%
CVS,1128299,2/23/2022,West,Idaho,Boise,Dasani Water,43,FedEx,$0.40 ,"3,500","$1,400 ",$350 ,25%
CVS,1128299,3/22/2022,West,Idaho,Boise,Coca-Cola,24,FedEx,$0.40 ,"5,000","$2,000 ",$700 ,35%
CVS,1128299,3/22/2022,West,Idaho,Boise,Diet Coke,39,FedEx,$0.50 ,"3,500","$1,750 ",$700 ,40%
CVS,1128299,3/22/2022,West,Idaho,Boise,Sprite,35,USPS,$0.50 ,"3,500","$1,750 ",$613 ,35%
CVS,1128299,3/22/2022,West,Idaho,Boise,Fanta,30,USPS,$0.50 ,"2,250","$1,125 ",$394 ,35%
CVS,1128299,3/22/2022,West,Idaho,Boise,Powerade,30,FedEx,$0.55 ,"1,250",$688 ,$206 ,30%
CVS,1128299,3/22/2022,West,Idaho,Boise,Dasani Water,43,DHL,$0.50 ,"3,250","$1,625 ",$406 ,25%
CVS,1128299,4/23/2022,West,Idaho,Boise,Coca-Cola,55,USPS,$0.50 ,"5,000","$2,500 ",$875 ,35%
CVS,1128299,4/23/2022,West,Idaho,Boise,Diet Coke,30,DHL,$0.55 ,"3,000","$1,650 ",$660 ,40%
CVS,1128299,4/23/2022,West,Idaho,Boise,Sprite,39,USPS,$0.55 ,"3,500","$1,925 ",$674 ,35%
CVS,1128299,4/23/2022,West,Idaho,Boise,Fanta,21,FedEx,$0.50 ,"2,500","$1,250 ",$438 ,35%
CVS,1128299,4/23/2022,West,Idaho,Boise,Powerade,54,USPS,$0.55 ,"1,500",$825 ,$248 ,30%
CVS,1128299,4/23/2022,West,Idaho,Boise,Dasani Water,35,USPS,$0.70 ,"3,250","$2,275 ",$569 ,25%
CVS,1128299,5/24/2022,West,Idaho,Boise,Coca-Cola,40,USPS,$0.50 ,"5,250","$2,625 ",$919 ,35%
CVS,1128299,5/24/2022,West,Idaho,Boise,Diet Coke,43,USPS,$0.55 ,"3,750","$2,063 ",$825 ,40%
